gene_id_1686916	rbm:TEF_06305	41.7	314	178	3	1	309	1	314	6.0e-73	281.6
gene_id_1687689	tol:TOL_1175	99.0	99	1	0	1	99	1	99	7.0e-52	209.9
gene_id_1697630	pna:Pnap_4185	38.5	400	236	5	13	412	361	750	2.2e-65	256.9
gene_id_1697663	paes:SCV20265_5041	36.7	371	231	1	25	395	372	738	4.4e-63	249.2
gene_id_1698239	rut:FIU92_18570	85.7	342	49	0	1	342	1	342	1.9e-173	615.5
gene_id_1699612	svc:STVA_21900	37.8	196	121	1	2	197	52	246	9.2e-35	154.1
gene_id_1704175	fpf:DCC35_03110	53.6	345	160	0	4	348	1	345	1.6e-103	383.3
gene_id_1706729	llg:44548918_02745	41.3	339	196	1	1	336	4	342	2.5e-67	263.1
gene_id_1708522	mari:ACP86_04660	78.2	377	82	0	1	377	1	377	2.9e-178	631.7
gene_id_1709564	bic:LMTR13_01200	50.2	261	129	1	5	264	3	263	2.5e-72	279.3
gene_id_1713806	tsn:W908_00220	99.7	345	1	0	1	345	1	345	1.1e-205	722.6
gene_id_1715979	alf:CFBP5473_16900	83.8	167	27	0	1	167	1	167	3.9e-79	301.2
gene_id_1716080	azl:AZL_a00700	80.9	209	40	0	5	213	3	211	1.5e-99	369.4
gene_id_1716137	suam:BOO69_05895	54.8	126	55	1	1	126	5	128	5.6e-25	121.3
gene_id_1716873	roh:FIU89_06770	51.9	339	160	2	4	341	7	343	9.5e-88	330.9
gene_id_1724423	pdx:Psed_6203	41.0	332	187	4	14	340	9	336	4.4e-69	268.9
gene_id_1732960	aym:YM304_06870	75.2	311	76	1	13	322	7	317	8.6e-139	500.4
gene_id_1739289	cza:CYCME_0227	77.0	400	92	0	1	400	1	400	3.7e-184	651.4
gene_id_1740996	cyq:Q91_0996	100.0	442	0	0	1	442	1	442	7.1e-261	906.4
gene_id_1750292	mpq:ABA45_17515	93.4	426	28	0	10	435	1	426	2.7e-236	824.7
gene_id_1754289	rbm:TEF_04080	60.3	141	55	1	13	152	2	142	1.2e-42	179.9
gene_id_1762046	apac:S7S_11290	71.1	239	69	0	2	240	176	414	1.8e-104	386.0
gene_id_1766133	bic:LMTR13_33670	60.3	355	141	0	3	357	91	445	4.7e-122	444.9
gene_id_1766478	rbm:TEF_12905	54.2	273	124	1	1	273	15	286	2.3e-84	319.3
gene_id_1767421	noo:FE634_10680	83.9	286	46	0	8	293	1	286	2.0e-142	512.3
gene_id_1769060	oho:Oweho_0550	53.8	342	157	1	1	341	1	342	2.0e-101	376.3
gene_id_1769115	rbm:TEF_04075	43.3	284	159	2	5	287	3	285	6.9e-64	251.5
gene_id_1771112	rot:FIV09_01155	45.9	229	123	1	4	231	22	250	1.4e-55	223.4
gene_id_1774987	cter:A606_11475	33.3	339	188	11	9	315	55	387	9.6e-34	151.4
gene_id_1777369	panc:E2636_03460	51.8	456	217	2	1	454	1	455	9.7e-136	490.7
gene_id_1777370	rha:RHA1_ro02615	62.3	446	168	0	1	446	1	446	1.9e-168	599.4
gene_id_1779836	msq:BKP64_00375	82.1	78	14	0	1	78	1	78	1.1e-26	125.9
gene_id_1784477	pnp:IJ22_02300	45.3	384	205	2	2	380	58	441	3.3e-89	335.9
gene_id_1785141	suli:C1J05_19485	66.1	375	127	0	3	377	4	378	1.7e-151	542.7
gene_id_178908	wij:BWZ20_09145	80.8	317	61	0	1	317	1	317	6.2e-150	537.3
gene_id_17962	ttr:Tter_0396	49.3	219	108	2	1	219	70	285	1.8e-55	223.0
gene_id_1798550	rbm:TEF_04720	36.6	309	180	5	1	297	1	305	1.3e-45	190.7
gene_id_1805231	brk:CWS35_04795	67.4	356	116	0	1	356	1	356	6.7e-143	514.2
gene_id_1814223	panc:E2636_03460	51.8	448	215	1	1	448	1	447	8.4e-132	477.6
gene_id_18150	mtem:GCE86_18305	32.5	169	96	4	1	167	154	306	1.3e-13	83.6
gene_id_1828483	erz:ER308_13655	40.7	302	176	3	7	306	4	304	1.2e-62	247.3
gene_id_1829185	cuh:BJN34_36045	51.8	245	108	4	1	244	115	350	2.3e-62	246.1
gene_id_1829415	axe:P40_21415	75.9	373	90	0	9	381	10	382	1.2e-168	599.7
gene_id_1831287	for:FORMB_10180	52.9	153	70	1	3	155	1	151	7.7e-37	160.6
gene_id_1840074	roh:FIU89_06770	58.7	334	137	1	4	337	7	339	1.5e-104	386.7
gene_id_1843189	rbz:B9057_03540	63.5	170	62	0	1	170	117	286	5.8e-62	244.2
gene_id_1847526	aym:YM304_41250	42.9	259	144	3	3	260	26	281	5.5e-54	218.4
gene_id_1850110	sti:Sthe_0267	44.1	279	128	6	1	260	1	270	3.2e-59	235.7
gene_id_1852232	llp:GH975_01255	78.3	230	50	0	1	230	155	384	4.9e-104	384.4
gene_id_1852912	adi:B5T_00721	75.7	144	35	0	1	144	246	389	7.8e-63	246.9
gene_id_1855654	cyq:Q91_1900	89.2	372	39	1	1	372	1	371	1.9e-195	688.7
gene_id_185913	rhb:NY08_1675	97.5	121	3	0	1	121	1	121	6.3e-63	246.9
gene_id_186042	rhg:EXZ61_07005	83.6	385	63	0	18	402	1	385	9.8e-193	679.9
gene_id_1864057	htq:FRZ44_02470	74.9	435	109	0	7	441	1	435	5.2e-195	687.6
gene_id_186560	sok:D0B54_11315	73.5	49	13	0	2	50	414	462	8.4e-18	95.9
gene_id_1869735	kan:IMCC3317_29330	29.6	311	191	7	7	290	6	315	1.5e-28	134.0
gene_id_1879204	sphy:CHN51_00370	100.0	94	0	0	1	94	301	394	1.7e-47	195.3
gene_id_1888361	boo:E2K80_05025	55.3	340	145	3	2	334	3	342	3.9e-94	352.1
gene_id_1899139	oho:Oweho_0550	53.6	306	123	3	1	305	55	342	7.7e-89	334.3
gene_id_1899537	hdn:Hden_0732	62.6	91	29	1	1	86	322	412	4.8e-26	124.0
gene_id_1908328	spon:HME9304_01067	67.4	383	123	2	5	387	4	384	6.6e-154	550.8
gene_id_1909336	bve:AK36_4094	52.8	356	165	1	1	353	1	356	1.6e-98	366.7
gene_id_1916175	noo:FE634_00215	75.4	179	43	1	1	179	309	486	6.1e-73	280.8
gene_id_1920896	psin:CAK95_16920	74.6	429	109	0	1	429	13	441	2.6e-191	675.2
gene_id_1924711	sok:D0B54_11315	66.0	467	157	2	1	467	1	465	1.0e-188	666.8
gene_id_1927088	spmi:K663_17886	42.3	284	157	3	1	277	1	284	4.4e-62	245.4
gene_id_1929156	spse:SULPSESMR1_04191	100.0	401	0	0	1	401	1	401	1.7e-237	828.6
gene_id_1931704	win:WPG_1326	44.1	236	124	4	1	229	8	242	3.1e-42	179.1
gene_id_193234	brc:BCCGELA001_07245	32.7	281	155	9	1	254	85	358	7.0e-27	128.3
gene_id_1932820	rbm:TEF_06305	49.5	313	157	1	4	315	1	313	4.4e-87	328.6
gene_id_1934233	seds:AAY24_08730	50.3	165	81	1	1	164	136	300	8.8e-42	177.2
gene_id_1937388	spkc:KC8_10965	41.2	262	153	1	2	262	40	301	1.1e-54	220.7
